"";"Omrade";"Kön";"Ålder";"Sysselsättning";"Utbildningsnivå";"År";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parker...grönområden";"Mångfald.i.bostadsutbudet";"Levandegöra.gemensamma.platser";"Kommunikationer";"Kultur...fritid";"Utbildning";"Omsorg";"Skolan";"Trygghet";"Ekologisk.hållbarhet";"Motsättning.1";"Motsättning.2";"Motsättning.3"
"626";"Runby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";12;7;12;12;12;8;9;9;5;8;9;8;8;10;8;12;11;8;12;14;13;8;10;9;9;13;8;13;14;14;8;12;12;9;14;14;14;14;5;8;14;8;6;8;11;14;9;11;14;13;2;2;3;8;4;8;7;8;8;8;10;7;7
"627";"Odenslunda";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;7;6;7;11;10;12;3;4;3;8;12;8;10;7;11;9;10;6;11;10;8;5;9;7;9;10;4;7;9;6;10;9;9;2;15;10;9;14;7;10;10;2;6;7;8;9;8;4;6;7;9;7;4;2;6;4;4;2;0;3;10;10
"628";"Odenslunda";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";13;7;6;7;11;10;12;3;4;3;8;12;8;10;7;11;9;10;6;11;10;8;5;9;7;9;10;4;7;9;6;10;9;9;2;15;10;9;14;7;10;10;2;6;7;8;9;8;4;6;7;9;7;4;2;6;4;4;2;0;3;10;10
"629";"Vilunda/Korpkulla";"Kvinna";"15-24";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;9;9;10;7;11;14;7;4;10;13;7;4;7;14;7;14;14;7;14;10;14;8;9;9;14;14;14;14;14;10;10;10;10;12;14;14;11;3;4;10;6;13;7;10;14;14;14;14;14;4;5;2;6;5;10;7;10;6;14;12;12;3
"630";"Frestaby";"Man";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;5;9;8;7;9;11;5;9;7;11;11;6;5;7;6;9;5;10;13;10;9;8;4;4;6;10;8;12;12;3;3;12;13;12;13;5;8;11;13;11;11;14;4;8;7;13;8;7;9;9;0;1;14;2;11;11;11;14;7;11;4;10
"631";"Runby";"Vill ej uppge";"45-54";"Övrigt";"Högskola/universitet";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"632";"Odenslunda";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";14;11;2;14;12;14;14;4;13;5;11;4;2;1;14;0;3;13;1;12;13;8;11;13;12;14;11;14;14;14;12;14;14;13;6;7;14;14;3;14;14;14;6;14;3;11;11;9;9;14;9;10;10;12;12;14;14;14;14;12;11;10;11
"633";"Runby Backar/Lövsta";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";7;7;7;11;7;2;7;10;11;11;10;10;7;7;7;10;3;9;5;9;10;6;9;9;7;7;7;14;10;9;6;6;12;5;14;5;9;10;13;8;11;8;14;7;7;9;12;6;7;7;6;4;4;1;4;4;4;6;0;0;3;6;8
"634";"Vilunda/Korpkulla";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";8;10;11;9;9;11;10;4;3;9;8;9;4;8;9;8;9;9;10;13;11;13;9;5;8;9;10;10;11;11;2;13;6;11;13;3;11;9;5;13;13;12;14;4;6;7;7;7;7;7;1;1;2;10;9;7;4;11;8;1;7;9;7
"635";"Vilunda/Korpkulla";"Man";"55-64";"Egen företagare";"Högskola/universitet";"10 år eller mer";11;6;6;6;8;8;8;6;6;2;7;7;7;7;7;4;8;8;8;5;7;7;7;7;7;8;6;9;10;10;8;8;9;8;14;15;9;9;15;9;8;8;14;5;5;7;7;7;7;7;2;2;3;2;2;7;6;5;4;2;10;9;8
"636";"Runby";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";13;7;7;14;1;13;13;2;14;0;7;3;12;12;12;2;7;14;7;7;14;7;14;7;12;13;2;11;11;7;12;11;12;12;4;5;12;6;12;12;12;7;3;1;7;12;1;12;12;12;6;3;7;13;13;14;13;14;14;13;12;8;5
"637";"Odenslunda";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";8;6;8;8;7;8;8;6;6;9;8;6;6;9;8;8;6;8;8;9;8;8;8;6;7;9;6;8;8;8;8;9;8;6;13;14;9;10;14;8;9;8;15;6;8;8;9;8;10;9;4;5;2;6;1;8;2;8;4;7;7;7;7
"638";"Vilunda/Korpkulla";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";11;10;10;11;9;11;11;9;11;3;7;7;7;7;7;10;10;10;10;10;7;7;7;7;7;10;8;10;7;7;11;11;11;11;3;4;8;9;14;8;11;11;2;10;5;8;6;9;9;9;8;11;13;11;12;11;10;11;11;0;12;6;5
"639";"Eds Glesbygd";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;14;14;2;11;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;14;3;13;14;14;13;13;13;13;5;13;7;7;13;7;14;14;6;14;2;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;4;4;8
"640";"Sjukyrkoberget";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";4;7;7;7;7;10;7;7;7;7;7;7;7;7;7;10;7;7;7;7;7;7;7;7;7;4;7;7;7;7;4;7;7;7;12;11;7;7;13;7;9;7;13;7;7;4;7;7;7;7;3;7;3;9;7;10;10;10;10;7;8;6;10
"641";"Södra Bollstanäs";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";8;8;8;8;7;9;10;9;6;7;8;8;8;9;11;6;13;7;9;7;7;7;7;7;7;14;11;10;14;14;10;12;12;14;6;7;14;14;7;14;12;9;13;7;7;8;8;8;9;14;2;6;5;14;3;14;14;14;14;3;2;5;12
"642";"Grimstaby";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;11;7;11;8;11;11;7;3;3;8;11;11;8;11;11;11;6;11;11;6;6;6;8;7;11;11;11;11;11;11;8;11;8;3;4;11;11;4;7;11;11;3;7;7;8;8;11;11;11;4;4;2;4;4;12;10;12;6;12;4;11;9
"643";"Norra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";8;6;6;8;8;7;7;7;7;7;6;8;8;8;8;6;8;5;6;8;9;6;9;7;7;7;7;7;7;7;8;8;6;9;12;13;8;9;14;7;8;5;12;7;7;9;6;6;8;7;2;0;3;9;8;6;4;10;5;1;10;6;7
"644";"Runby";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;8;8;8;7;9;9;9;7;7;6;6;9;9;9;9;9;6;9;9;7;6;9;7;7;9;7;7;9;9;8;8;9;8;12;12;8;8;14;6;8;9;14;9;7;8;11;8;8;7;3;3;1;3;2;2;3;3;4;3;10;9;9
"645";"Runby";"Man";"55-64";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";11;5;4;10;8;10;10;9;9;5;4;8;5;9;10;9;10;9;9;9;9;9;10;8;7;4;10;9;10;10;10;10;10;10;2;3;10;10;3;9;8;9;2;6;7;10;9;9;8;9;5;4;4;3;2;4;5;5;4;2;11;7;6
"646";"Runby";"Man";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";10;9;5;8;11;8;9;5;6;7;4;6;9;8;10;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;11;9;13;4;9;7;7;7;7;7;1;2;5;6;4;7;9;7;11;0;11;3;8
"647";"Holmen";"Kvinna";"25-34";"Har sjuk- eller aktivitetsersättning";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;9;14;10;10;11;14;11;12;7;7;9;8;7;14;11;8;11;10;12;10;9;8;11;10;11;12;13;14;14;14;12;14;12;6;7;14;12;3;8;11;14;4;14;14;13;12;10;14;14;6;11;8;14;10;12;11;12;11;11;7;7;10
"648";"Folkparksområdet";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";9;9;3;7;7;12;11;6;3;7;9;4;7;7;7;10;10;5;9;10;3;3;9;10;4;9;10;12;13;13;2;3;13;12;3;13;7;7;13;7;10;13;10;7;7;8;11;11;12;12;6;2;2;4;2;1;8;2;12;2;5;5;3
"649";"Runby Backar/Lövsta";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";7;7;7;7;7;11;4;11;8;4;7;7;7;7;7;3;11;11;7;8;11;11;10;2;9;7;7;7;7;7;10;7;11;10;2;5;13;11;13;10;11;12;3;12;3;12;11;11;11;11;1;3;1;1;1;2;2;3;3;3;12;12;8
"650";"Vilunda/Korpkulla";"Man";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";6;8;8;8;8;7;7;7;6;9;6;6;7;7;8;8;8;7;7;8;10;7;8;8;7;7;8;8;8;9;8;8;8;7;2;14;9;8;15;7;10;10;14;7;7;9;10;8;9;6;8;6;7;9;11;11;12;11;12;8;7;7;7
"651";"Sigma/Apoteksskogen";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"5-9 år";12;6;3;11;7;11;10;4;4;6;10;4;5;9;7;8;6;7;7;7;9;5;9;8;8;9;5;11;11;11;4;9;11;8;14;14;9;10;12;6;9;8;14;5;3;5;6;10;8;11;4;6;4;6;3;14;14;14;14;14;10;9;5
"652";"Njursta";"Man";"55-64";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";12;8;6;9;7;10;9;11;4;8;6;7;7;7;7;8;9;4;5;7;11;6;8;4;8;9;5;9;12;10;10;9;6;8;11;15;10;9;15;8;11;9;4;11;5;10;11;13;10;10;3;3;3;3;3;2;2;5;7;2;10;9;6
"653";"Stallgatan";"Man";"55-64";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;11;5;14;9;14;14;7;13;4;11;14;9;10;4;4;12;10;14;14;13;2;10;13;7;14;3;14;14;6;14;14;14;14;6;7;14;14;12;1;14;14;2;14;0;4;13;12;10;14;12;9;4;9;8;14;14;14;12;6;4;4;11
"654";"Odenslunda";"Man";"65+";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";11;3;10;9;6;11;10;8;5;4;4;7;11;6;10;8;10;5;11;7;11;8;10;8;6;6;7;9;11;11;6;8;9;10;3;4;10;9;11;8;11;8;2;9;6;11;6;9;8;7;4;11;5;4;3;12;11;11;10;8;10;10;11
"655";"Infra City";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";10;8;8;11;7;9;6;9;6;11;7;7;7;7;7;9;9;6;8;11;8;5;7;7;7;14;14;14;14;14;8;10;10;9;12;12;11;14;7;8;14;14;3;0;8;12;6;9;11;13;8;5;4;12;6;14;11;14;10;5;2;11;11
"656";"Norra Bollstanäs";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";14;14;3;14;5;11;10;10;4;3;12;9;11;9;9;10;6;12;8;12;13;11;13;8;10;14;14;14;14;14;13;13;13;13;3;3;14;14;5;8;11;11;3;8;6;11;11;14;14;14;12;7;12;14;14;14;14;14;14;13;12;8;8
"657";"Södra Bollstanäs";"Kvinna";"45-54";"Egen företagare";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;8;7;10;11;10;12;7;14;11;8;10;12;14;7;9;11;7;13;14;14;7;12;8;10;9;11;12;13;14;9;12;10;7;6;6;14;11;5;8;10;11;5;12;7;9;10;13;14;12;3;4;5;6;8;11;12;14;9;7;11;11;11
"658";"Norra Bollstanäs";"Man";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;10;14;8;11;3;14;10;4;8;6;8;11;13;7;14;11;7;10;13;10;5;8;13;7;13;9;11;14;14;6;8;8;11;12;14;14;13;5;14;8;8;14;3;13;8;8;8;8;12;2;5;5;7;6;13;11;11;1;9;6;10;11
"659";"Vilunda/Korpkulla";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";12;11;6;13;8;10;11;6;6;5;8;9;10;8;14;10;11;8;14;8;11;10;13;9;13;14;6;14;14;13;8;12;8;13;6;7;13;13;5;8;11;11;3;10;14;13;13;12;14;14;8;7;6;9;11;13;12;14;10;5;4;5;6
"660";"Prästgårdsmarken";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";9;9;7;8;8;9;9;8;8;6;7;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;10;9;8
"661";"Runby";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";9;10;9;11;10;9;8;6;9;7;6;5;7;8;7;8;8;9;8;7;9;8;8;9;7;9;8;10;9;8;9;10;10;9;2;3;9;9;14;9;9;10;14;9;6;10;8;9;10;10;1;2;1;2;1;1;1;3;3;2;10;8;7
"662";"Brunnby-Vik";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";12;9;7;14;10;14;14;6;7;7;11;14;8;8;7;8;14;12;8;8;14;13;14;7;13;14;14;14;14;14;14;14;14;14;6;3;14;14;14;7;14;14;6;12;11;13;12;10;11;9;7;7;8;8;14;14;14;14;9;7;6;7;9
"663";"Prästgårdsmarken";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";11;11;11;3;3;11;11;3;3;3;3;3;3;11;11;3;11;11;11;11;3;11;11;11;11;3;11;11;11;11;11;11;11;3;8;4;11;10;4;11;11;11;2;10;10;11;11;3;3;11;12;12;12;2;2;12;12;12;2;2;4;4;4
"664";"Runby";"Kvinna";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";12;9;6;10;7;13;10;3;9;3;10;6;6;8;10;10;11;8;8;7;10;7;10;8;11;8;8;11;14;11;8;11;11;11;6;7;9;11;13;8;7;7;13;7;7;14;14;14;14;14;10;14;8;8;14;14;14;14;14;14;4;8;6
"665";"Frestaby";"Man";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";10;10;5;13;7;11;11;12;13;14;11;0;14;14;14;13;6;11;14;14;13;5;13;10;8;11;12;10;14;11;8;11;12;14;3;3;12;14;14;11;13;11;14;6;7;14;8;11;12;10;9;10;13;11;5;13;12;14;4;7;8;6;6
"666";"Sigma/Apoteksskogen";"Man";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";14;14;0;14;14;14;14;0;0;0;0;0;0;14;14;14;14;14;14;14;14;14;14;14;14;14;0;14;14;14;9;14;14;14;6;7;14;14;7;14;14;14;6;14;4;14;14;14;14;14;14;14;6;14;14;14;14;14;14;6;4;4;4
"667";"Södra Bollstanäs";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";4;9;10;12;11;4;10;3;2;14;9;3;4;10;11;2;9;8;14;13;13;8;12;9;7;12;6;10;14;14;7;7;7;14;6;7;14;14;7;12;14;7;5;7;5;7;7;14;7;14;5;10;6;11;7;14;13;12;9;8;2;6;5
"668";"Norra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";9;6;6;8;6;9;9;9;6;6;9;9;8;6;9;9;11;6;8;13;5;5;5;5;5;8;8;8;8;8;5;5;5;5;12;14;8;8;14;10;11;11;3;6;7;6;6;6;9;9;2;5;6;14;4;9;7;8;14;0;12;8;8
"669";"Sigma/Apoteksskogen";"Kvinna";"45-54";"Tjänstledig eller föräldraledig";"Gymnasium, folkhögskola eller motsvarande";"5-9 år";14;10;9;8;11;12;14;5;7;9;5;8;7;6;12;14;12;13;8;11;9;10;11;6;8;8;6;9;5;4;8;9;6;5;1;1;2;14;9;5;14;14;6;14;14;14;14;14;14;14;7;12;5;10;9;14;2;4;13;8;6;7;7
"670";"Norra Bollstanäs";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";5;3;11;10;10;10;11;7;3;11;11;11;3;3;3;11;4;9;11;9;10;3;9;4;5;10;8;4;11;7;5;5;8;8;14;13;11;9;3;7;10;8;14;4;7;10;10;8;4;5;6;12;3;12;6;13;8;13;8;5;5;7;10
"671";"Södra Bollstanäs";"Man";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";14;7;0;12;7;7;7;7;7;0;7;7;7;7;12;7;7;7;7;7;7;7;7;7;7;14;14;14;14;14;7;7;7;14;5;7;14;14;10;10;7;7;13;7;7;14;14;14;14;14;1;1;1;1;1;14;1;14;1;14;4;4;11
"672";"Vilunda/Korpkulla";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";10;9;8;9;7;8;8;7;7;7;14;8;8;6;8;6;8;7;7;7;8;8;7;8;7;8;6;8;8;8;9;7;7;7;12;14;7;8;14;8;8;8;13;7;7;7;7;7;7;7;5;5;5;5;7;7;7;7;7;3;10;8;9
"673";"Skälby";"Man";"35-44";"Förvärvsarbetande (anställd)";"Högskola/universitet";"5-9 år";9;9;7;9;9;10;7;7;7;7;7;7;7;9;8;8;7;7;7;7;8;8;7;7;8;7;7;14;14;14;7;14;7;14;13;13;14;14;15;9;14;14;4;7;7;14;14;14;14;14;9;8;4;5;13;14;8;14;13;14;7;7;8
"674";"Hasselbacken";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";10;10;9;8;7;14;7;7;7;7;7;7;7;7;9;7;10;7;8;10;11;7;7;7;11;14;9;9;14;14;14;14;14;14;6;7;14;14;7;14;12;14;5;7;0;7;11;7;14;14;10;11;7;11;7;12;12;13;14;8;9;9;8
"675";"Frestaby";"Kvinna";"45-54";"Egen företagare";"Annan eftergymnasial utbildning";"10 år eller mer";5;10;14;10;7;11;11;6;4;11;12;3;8;14;14;14;14;14;14;14;11;5;9;5;9;14;2;14;14;14;3;14;6;14;6;7;14;8;12;2;14;14;6;3;3;14;12;12;14;14;10;6;8;11;7;14;8;14;14;14;2;8;8
"676";"Runby";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";5;7;13;10;2;12;11;9;3;7;13;10;7;5;14;5;10;8;7;7;9;8;6;5;7;10;6;8;12;14;10;12;9;14;12;7;10;12;4;8;8;9;7;11;4;9;3;5;7;7;3;11;8;9;5;7;8;12;10;6;10;10;4
"677";"Runby";"Kvinna";"35-44";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";7;11;11;11;11;11;11;6;4;11;6;5;10;10;11;10;10;6;10;10;9;9;10;10;10;10;10;10;11;11;10;11;11;11;3;4;11;10;14;8;10;10;2;7;7;8;9;10;10;11;11;9;9;9;9;11;11;11;11;11;7;10;8
"678";"Frestaby";"Man";"15-24";"Student";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;14;14;7;7;10;7;7;7;7;11;7;7;7;7;7;9;8;8;7;7;10;6;7;7;7;7;7;7;7;12;7;14;14;4;7;7;7;13;7;7;14;14;14;14;14;1;1;1;1;1;9;9;9;9;9;5;8;3
"679";"Skälby";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";10;5;10;9;7;11;11;10;10;6;7;7;7;7;7;8;9;6;8;1;10;5;10;6;9;8;6;8;10;7;7;7;7;7;12;3;10;9;13;7;9;8;3;7;7;7;7;7;7;7;3;2;2;2;2;5;3;5;4;1;11;8;3
"680";"Odenslunda";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"0-4 år";12;6;8;13;10;9;10;8;7;6;9;8;7;9;8;10;10;6;9;10;9;7;8;10;11;12;6;11;14;10;11;11;9;8;5;5;14;10;14;9;11;11;15;7;8;9;10;8;12;11;6;7;8;10;9;13;11;14;12;9;11;8;10
"681";"Folkparksområdet";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";6;14;10;8;9;11;10;6;5;14;12;13;6;10;11;9;14;10;8;14;14;14;12;8;10;14;6;11;14;14;10;14;11;14;13;3;14;13;6;13;14;10;4;7;9;11;8;14;12;8;8;6;4;10;11;14;10;12;13;4;2;6;8
"682";"Odenslunda";"Man";"45-54";"Förvärvsarbetande (anställd)";"Annan eftergymnasial utbildning";"10 år eller mer";0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;7;7;7;12;10;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;6;5;12
"683";"Ekebo";"Kvinna";"15-24";"Långtidssjukskriven (mer än 3 månader)";"Gymnasium, folkhögskola eller motsvarande";"0-4 år";14;10;4;13;11;12;5;6;11;7;3;8;5;9;14;3;14;7;9;12;14;10;9;13;12;13;0;14;12;11;14;14;14;13;6;7;14;13;14;7;7;7;5;14;12;13;13;13;14;14;14;1;11;8;12;9;13;10;13;14;4;4;12
"684";"Brunnby-Vik";"Man";"55-64";"Pensionär";"Högskola/universitet";"10 år eller mer";7;8;11;7;7;8;8;11;6;11;8;8;8;8;10;9;9;7;8;11;7;7;7;7;7;11;7;7;11;11;7;7;7;7;12;12;11;10;14;11;11;10;14;6;9;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;6
"685";"Messingen/Optimus";"Man";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";7;13;13;7;7;6;6;6;6;11;7;7;7;7;7;7;7;7;7;7;7;7;7;11;7;11;11;11;11;11;11;11;11;11;3;13;7;7;13;7;11;11;3;7;7;7;7;7;7;7;12;11;11;11;11;11;11;11;11;11;12;11;3
"686";"Runby";"Kvinna";"25-34";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;10;9;12;13;9;11;6;2;13;12;10;11;11;13;14;14;14;14;14;12;11;11;12;9;14;9;12;14;14;14;14;11;14;6;7;9;10;3;12;14;14;4;10;5;13;12;13;13;14;11;3;10;9;8;12;7;13;14;6;3;6;3
"687";"Brunnby-Vik";"Man";"55-64";"Förvärvsarbetande (anställd)";"Högskola/universitet";"10 år eller mer";9;7;7;7;7;12;8;8;5;12;10;8;8;7;9;11;7;8;5;11;6;4;7;7;4;11;9;10;11;11;10;8;10;6;14;5;9;11;14;9;13;8;15;7;7;7;7;7;7;7;1;5;2;3;5;5;3;5;7;0;2;9;9
"688";"Njursta";"Kvinna";"45-54";"Egen företagare";"Högskola/universitet";"5-9 år";4;8;13;9;8;7;7;8;0;14;7;14;7;7;7;13;12;8;7;11;7;3;10;4;5;9;9;9;11;11;9;8;13;9;4;6;12;9;15;9;14;13;14;6;6;9;8;8;11;11;6;3;4;9;2;11;12;11;12;3;2;6;8
"689";"Norra Bollstanäs";"Man";"65+";"Pensionär";"Annan eftergymnasial utbildning";"10 år eller mer";10;9;5;7;9;10;9;6;6;5;9;9;6;8;10;6;8;8;9;10;9;6;6;8;8;8;6;8;11;11;9;8;8;6;14;15;10;10;4;8;9;10;12;6;8;10;10;10;10;10;2;2;5;10;5;10;10;4;10;0;11;9;9
"690";"Dragonvägen";"Kvinna";"25-34";"Student";"Högskola/universitet";"10 år eller mer";11;10;8;11;10;9;9;8;8;10;5;8;8;8;10;10;11;9;9;10;8;8;8;8;8;8;8;8;9;9;11;11;11;11;3;13;7;7;13;7;11;11;3;10;9;9;10;11;8;11;6;5;3;4;4;7;8;9;10;9;9;7;7
"691";"Folkparksområdet";"Kvinna";"45-54";"Förvärvsarbetande (anställd)";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;13;7;7;13;7;7;7;13;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;8;8;8
"692";"Sigma/Apoteksskogen";"Kvinna";"65+";"Pensionär";"Grundskola eller motsvarande obligatorisk skola";"10 år eller mer";10;9;10;11;7;10;10;1;9;1;3;10;3;5;10;11;11;3;9;10;12;6;12;0;12;13;6;12;13;13;6;12;12;12;4;7;14;14;6;14;12;12;4;6;1;8;9;10;12;11;3;14;7;14;14;14;14;0;0;0;11;11;11
"693";"Dragonvägen";"Kvinna";"55-64";"Övrigt";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";14;14;4;14;14;10;13;10;14;1;9;9;6;14;14;5;14;14;14;14;14;14;11;14;13;5;14;14;14;14;14;14;14;14;6;7;14;14;7;14;14;14;6;7;7;14;14;14;14;14;14;11;11;14;11;14;14;14;14;14;4;4;4
"694";"Frestaby";"Kvinna";"55-64";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";4;4;4;10;4;5;10;5;5;5;5;4;5;5;3;10;5;5;5;5;10;4;9;10;3;4;11;9;11;11;10;11;10;11;4;5;12;12;11;14;11;12;10;7;4;10;11;11;14;14;11;12;11;4;11;8;11;13;14;6;9;12;11
"695";"Odenslunda";"Kvinna";"65+";"Pensionär";"Gymnasium, folkhögskola eller motsvarande";"10 år eller mer";6;8;11;8;6;9;10;8;11;14;6;9;9;10;14;10;8;6;6;7;8;9;5;6;7;13;8;11;14;12;6;8;12;10;12;14;13;9;14;7;10;9;2;7;7;14;9;9;11;8;1;1;2;4;1;4;5;11;6;8;7;7;6
"696";"Runby Backar/Lövsta";"Kvinna";"65+";"Pensionär";"Högskola/universitet";"10 år eller mer";11;8;6;11;11;9;9;8;8;6;5;5;6;10;11;10;8;9;11;9;10;9;10;9;10;8;8;9;11;10;12;11;12;11;3;5;11;12;15;11;11;9;14;11;7;9;10;10;9;10;5;5;5;6;5;12;12;12;8;6;8;8;8
