"Area";"Gender";"Age";"Occupation";"Education level";"Year";"Alt.1a";"Alt.1b";"Alt.1c";"Alt.1d";"Alt.1e";"Alt.2a";"Alt.2b";"Alt.2c";"Alt.2d";"Alt.2e";"Alt.3a";"Alt.3b";"Alt.3c";"Alt.3d";"Alt.3e";"Alt.4a";"Alt.4b";"Alt.4c";"Alt.4d";"Alt.4e";"Alt.5a";"Alt.5b";"Alt.5c";"Alt.5d";"Alt.5e";"Alt.6a";"Alt.6b";"Alt.6c";"Alt.6d";"Alt.6e";"Alt.7a";"Alt.7b";"Alt.7c";"Alt.7d";"Alt.7e";"Alt.8a";"Alt.8b";"Alt.8c";"Alt.8d";"Alt.8e";"Alt.9a";"Alt.9b";"Alt.9c";"Alt.9d";"Alt.9e";"Alt.10a";"Alt.10b";"Alt.10c";"Alt.10d";"Alt.10e";"Parks and green areas";"Diversity in housing supply";"Invest in public areas";"Communications";"Culture and leisure";"Education";"Care";"School";"Safety";"Ecological sustainability";"Disagreement 1";"Disagreement 2";"Disagreement 3"
"Odenslunda";"Woman";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";13;7;6;7;11;10;12;3;4;3;8;12;8;10;7;11;9;10;6;11;10;8;5;9;7;9;10;4;7;9;6;10;9;9;10;9;10;9;8;7;10;10;10;6;7;8;9;8;4;6;7;9;7;4;2;6;4;4;2;0;1;7;7
"Vilunda/Korpkulla";"Woman";"15-24";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";14;9;9;10;7;11;14;7;4;10;13;7;4;7;14;7;14;14;7;14;10;14;8;9;9;14;14;14;14;14;10;10;10;10;7;8;14;11;10;4;10;6;7;7;10;14;14;14;14;14;4;5;2;6;5;10;7;10;6;14;9;9;1
"Frestaby";"Man";"45-54";"Employee";"Other post-secondary education";"5-9 years";14;5;9;8;7;9;11;5;9;7;11;11;6;5;7;6;9;5;10;13;10;9;8;4;4;6;10;8;12;12;3;3;12;13;7;7;5;8;5;13;11;11;8;4;8;7;13;8;7;9;9;0;1;14;2;11;11;11;14;7;8;10;7
"Runby";"Prefer not to disclose";"45-54";"Other";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Odenslunda";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";14;11;2;14;12;14;14;4;13;5;11;4;2;1;14;0;3;13;1;12;13;8;11;13;12;14;11;14;14;14;12;14;14;13;14;14;14;14;10;14;14;14;14;14;3;11;11;9;9;14;9;10;10;12;12;14;14;14;14;12;8;7;8
"Runby Backar/Lövsta";"Woman";"55-64";"Employee";"College/University";"5-9 years";7;7;7;11;7;2;7;10;11;11;10;10;7;7;7;10;3;9;5;9;10;6;9;9;7;7;7;14;10;9;6;6;12;5;9;12;9;10;7;8;11;8;8;7;7;9;12;6;7;7;6;4;4;1;4;4;4;6;0;0;1;3;5
"Vilunda/Korpkulla";"Woman";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";8;10;11;9;9;11;10;4;3;9;8;9;4;8;9;8;9;9;10;13;11;13;9;5;8;9;10;10;11;11;2;13;6;11;8;10;11;9;12;13;13;12;8;4;6;7;7;7;7;7;1;1;2;10;9;7;4;11;8;1;4;6;4
"Vilunda/Korpkulla";"Man";"55-64";"Self-employed";"College/University";"5-9 years";11;6;6;6;8;8;8;6;6;2;7;7;7;7;7;4;8;8;8;5;7;7;7;7;7;8;6;9;10;10;8;8;9;8;9;9;9;9;9;9;8;8;8;5;5;7;7;7;7;7;2;2;3;2;2;7;6;5;4;2;7;6;5
"Runby";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";13;7;7;14;1;13;13;2;14;0;7;3;12;12;12;2;7;14;7;7;14;7;14;7;12;13;2;11;11;7;12;11;12;12;12;12;12;6;6;12;12;7;11;1;7;12;1;12;12;12;6;3;7;13;13;14;13;14;14;13;9;5;2
"Odenslunda";"Man";"65+";"Senior citizen";"College/University";"5-9 years";8;6;8;8;7;8;8;6;6;9;8;6;6;9;8;8;6;8;8;9;8;8;8;6;7;9;6;8;8;8;8;9;8;6;8;8;9;10;8;8;9;8;9;6;8;8;9;8;10;9;4;5;2;6;1;8;2;8;4;7;4;4;4
"Vilunda/Korpkulla";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";11;10;10;11;9;11;11;9;11;3;7;7;7;7;7;10;10;10;10;10;7;7;7;7;7;10;8;10;7;7;11;11;11;11;11;11;8;9;8;8;11;11;10;10;5;8;6;9;9;9;8;11;13;11;12;11;10;11;11;0;9;3;2
"Eds Glesbygd";"Woman";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;14;14;2;11;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;14;3;13;14;14;13;13;13;13;13;7;7;7;7;7;14;14;14;14;2;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;10;10;5
"Sjukyrkoberget";"Man";"55-64";"Employee";"College/University";"5-9 years";4;7;7;7;7;10;7;7;7;7;7;7;7;7;7;10;7;7;7;7;7;7;7;7;7;4;7;7;7;7;4;7;7;7;7;5;7;7;7;7;9;7;7;7;7;4;7;7;7;7;3;7;3;9;7;10;10;10;10;7;5;3;7
"Södra Bollstanäs";"Woman";"45-54";"Employee";"College/University";"5-9 years";8;8;8;8;7;9;10;9;6;7;8;8;8;9;11;6;13;7;9;7;7;7;7;7;7;14;11;10;14;14;10;12;12;14;14;14;14;14;14;14;12;9;7;7;7;8;8;8;9;14;2;6;5;14;3;14;14;14;14;3;0;2;9
"Grimstaby";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";11;11;7;11;8;11;11;7;3;3;8;11;11;8;11;11;11;6;11;11;6;6;6;8;7;11;11;11;11;11;11;8;11;8;11;11;11;11;11;7;11;11;11;7;7;8;8;11;11;11;4;4;2;4;4;12;10;12;6;12;10;8;6
"Norra Bollstanäs";"Man";"45-54";"Employee";"College/University";"10 or more years";8;6;6;8;8;7;7;7;7;7;6;8;8;8;8;6;8;5;6;8;9;6;9;7;7;7;7;7;7;7;8;8;6;9;7;7;8;9;8;7;8;5;6;7;7;9;6;6;8;7;2;0;3;9;8;6;4;10;5;1;7;3;4
"Runby";"Man";"55-64";"Employee";"College/University";"5-9 years";9;8;8;8;7;9;9;9;7;7;6;6;9;9;9;9;9;6;9;9;7;6;9;7;7;9;7;7;9;9;8;8;9;8;7;6;8;8;8;6;8;9;8;9;7;8;11;8;8;7;3;3;1;3;2;2;3;3;4;3;7;6;6
"Runby";"Man";"55-64";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";11;5;4;10;8;10;10;9;9;5;4;8;5;9;10;9;10;9;9;9;9;9;10;8;7;4;10;9;10;10;10;10;10;10;10;10;10;10;10;9;8;9;10;6;7;10;9;9;8;9;5;4;4;3;2;4;5;5;4;2;8;4;3
"Runby";"Man";"15-24";"Student";"High school, Nordic folk high school, or equivalent";"0-4 years";10;9;5;8;11;8;9;5;6;7;4;6;9;8;10;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;11;9;7;4;9;7;7;7;7;7;1;2;5;6;4;7;9;7;11;0;8;1;5
"Holmen";"Woman";"25-34";"Sickness or activity benefit";"High school, Nordic folk high school, or equivalent";"5-9 years";10;9;14;10;10;11;14;11;12;7;7;9;8;7;14;11;8;11;10;12;10;9;8;11;10;11;12;13;14;14;14;12;14;12;14;14;14;12;10;8;11;14;12;14;14;13;12;10;14;14;6;11;8;14;10;12;11;12;11;11;4;4;7
"Folkparksområdet";"Man";"45-54";"Employee";"College/University";"0-4 years";9;9;3;7;7;12;11;6;3;7;9;4;7;7;7;10;10;5;9;10;3;3;9;10;4;9;10;12;13;13;2;3;13;12;11;7;7;7;7;7;10;13;5;7;7;8;11;11;12;12;6;2;2;4;2;1;8;2;12;2;2;2;1
"Runby Backar/Lövsta";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";7;7;7;7;7;11;4;11;8;4;7;7;7;7;7;3;11;11;7;8;11;11;10;2;9;7;7;7;7;7;10;7;11;10;10;12;13;11;7;10;11;12;11;12;3;12;11;11;11;11;1;3;1;1;1;2;2;3;3;3;9;9;5
"Vilunda/Korpkulla";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";6;8;8;8;8;7;7;7;6;9;6;6;7;7;8;8;8;7;7;8;10;7;8;8;7;7;8;8;8;9;8;8;8;7;10;8;9;8;9;7;10;10;8;7;7;9;10;8;9;6;8;6;7;9;11;11;12;11;12;8;4;4;4
"Sigma/Apoteksskogen";"Woman";"65+";"Senior citizen";"College/University";"10 or more years";12;6;3;11;7;11;10;4;4;6;10;4;5;9;7;8;6;7;7;7;9;5;9;8;8;9;5;11;11;11;4;9;11;8;9;8;9;10;6;6;9;8;8;5;3;5;6;10;8;11;4;6;4;6;3;14;14;14;14;14;7;6;2
"Njursta";"Man";"55-64";"Job-seeker";"High school, Nordic folk high school, or equivalent";"5-9 years";12;8;6;9;7;10;9;11;4;8;6;7;7;7;7;8;9;4;5;7;11;6;8;4;8;9;5;9;12;10;10;9;6;8;6;9;10;9;9;8;11;9;12;11;5;10;11;13;10;10;3;3;3;3;3;2;2;5;7;2;7;6;3
"Stallgatan";"Man";"55-64";"Employee";"Other post-secondary education";"5-9 years";14;11;5;14;9;14;14;7;13;4;11;14;9;10;4;4;12;10;14;14;13;2;10;13;7;14;3;14;14;6;14;14;14;14;14;14;14;14;6;1;14;14;10;14;0;4;13;12;10;14;12;9;4;9;8;14;14;14;12;6;10;10;8
"Odenslunda";"Man";"65+";"Employee";"College/University";"5-9 years";11;3;10;9;6;11;10;8;5;4;4;7;11;6;10;8;10;5;11;7;11;8;10;8;6;6;7;9;11;11;6;8;9;10;11;11;10;9;5;8;11;8;10;9;6;11;6;9;8;7;4;11;5;4;3;12;11;11;10;8;7;7;8
"Infra City";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";10;8;8;11;7;9;6;9;6;11;7;7;7;7;7;9;9;6;8;11;8;5;7;7;7;14;14;14;14;14;8;10;10;9;7;6;11;14;14;8;14;14;11;0;8;12;6;9;11;13;8;5;4;12;6;14;11;14;10;5;0;8;8
"Norra Bollstanäs";"Woman";"45-54";"Employee";"Other post-secondary education";"5-9 years";14;14;3;14;5;11;10;10;4;3;12;9;11;9;9;10;6;12;8;12;13;11;13;8;10;14;14;14;14;14;13;13;13;13;11;10;14;14;12;8;11;11;11;8;6;11;11;14;14;14;12;7;12;14;14;14;14;14;14;13;9;5;5
"Södra Bollstanäs";"Woman";"45-54";"Self-employed";"High school, Nordic folk high school, or equivalent";"5-9 years";14;8;7;10;11;10;12;7;14;11;8;10;12;14;7;9;11;7;13;14;14;7;12;8;10;9;11;12;13;14;9;12;10;7;14;13;14;11;12;8;10;11;13;12;7;9;10;13;14;12;3;4;5;6;8;11;12;14;9;7;8;8;8
"Norra Bollstanäs";"Man";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;10;14;8;11;3;14;10;4;8;6;8;11;13;7;14;11;7;10;13;10;5;8;13;7;13;9;11;14;14;6;8;8;11;7;8;14;13;12;14;8;8;8;3;13;8;8;8;8;12;2;5;5;7;6;13;11;11;1;9;3;7;8
"Vilunda/Korpkulla";"Woman";"35-44";"Employee";"High school, Nordic folk high school, or equivalent";"10 or more years";12;11;6;13;8;10;11;6;6;5;8;9;10;8;14;10;11;8;14;8;11;10;13;9;13;14;6;14;14;13;8;12;8;13;14;14;13;13;12;8;11;11;11;10;14;13;13;12;14;14;8;7;6;9;11;13;12;14;10;5;10;2;3
"Prästgårdsmarken";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"10 or more years";9;9;7;8;8;9;9;8;8;6;7;8;8;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;7;6;5
"Runby";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";9;10;9;11;10;9;8;6;9;7;6;5;7;8;7;8;8;9;8;7;9;8;8;9;7;9;8;10;9;8;9;10;10;9;10;10;9;9;8;9;9;10;8;9;6;10;8;9;10;10;1;2;1;2;1;1;1;3;3;2;7;5;4
"Brunnby-Vik";"Woman";"35-44";"Employee";"Other post-secondary education";"5-9 years";12;9;7;14;10;14;14;6;7;7;11;14;8;8;7;8;14;12;8;8;14;13;14;7;13;14;14;14;14;14;14;14;14;14;14;10;14;14;8;7;14;14;14;12;11;13;12;10;11;9;7;7;8;8;14;14;14;14;9;7;3;4;6
"Prästgårdsmarken";"Woman";"25-34";"Employee";"College/University";"0-4 years";11;11;11;3;3;11;11;3;3;3;3;3;3;11;11;3;11;11;11;11;3;11;11;11;11;3;11;11;11;11;11;11;11;3;3;11;11;10;11;11;11;11;10;10;10;11;11;3;3;11;12;12;12;2;2;12;12;12;2;2;10;10;10
"Runby";"Woman";"55-64";"Employee";"College/University";"5-9 years";12;9;6;10;7;13;10;3;9;3;10;6;6;8;10;10;11;8;8;7;10;7;10;8;11;8;8;11;14;11;8;11;11;11;14;14;9;11;7;8;7;7;7;7;7;14;14;14;14;14;10;14;8;8;14;14;14;14;14;14;10;5;3
"Frestaby";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";10;10;5;13;7;11;11;12;13;14;11;0;14;14;14;13;6;11;14;14;13;5;13;10;8;11;12;10;14;11;8;11;12;14;11;10;12;14;8;11;13;11;8;6;7;14;8;11;12;10;9;10;13;11;5;13;12;14;4;7;5;3;3
"Sigma/Apoteksskogen";"Man";"65+";"Senior citizen";"College/University";"5-9 years";14;14;0;14;14;14;14;0;0;0;0;0;0;14;14;14;14;14;14;14;14;14;14;14;14;14;0;14;14;14;9;14;14;14;14;14;14;14;14;14;14;14;14;14;4;14;14;14;14;14;14;14;6;14;14;14;14;14;14;6;10;10;10
"Södra Bollstanäs";"Woman";"45-54";"Employee";"College/University";"5-9 years";4;9;10;12;11;4;10;3;2;14;9;3;4;10;11;2;9;8;14;13;13;8;12;9;7;12;6;10;14;14;7;7;7;14;14;14;14;14;14;12;14;7;13;7;5;7;7;14;7;14;5;10;6;11;7;14;13;12;9;8;0;3;2
"Norra Bollstanäs";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"0-4 years";9;6;6;8;6;9;9;9;6;6;9;9;8;6;9;9;11;6;8;13;5;5;5;5;5;8;8;8;8;8;5;5;5;5;7;8;8;8;8;10;11;11;11;6;7;6;6;6;9;9;2;5;6;14;4;9;7;8;14;0;9;5;5
"Sigma/Apoteksskogen";"Woman";"45-54";"Leave of absence";"High school, Nordic folk high school, or equivalent";"10 or more years";14;10;9;8;11;12;14;5;7;9;5;8;7;6;12;14;12;13;8;11;9;10;11;6;8;8;6;9;5;4;8;9;6;5;0;0;2;14;3;5;14;14;14;14;14;14;14;14;14;14;7;12;5;10;9;14;2;4;13;8;3;4;4
"Norra Bollstanäs";"Woman";"45-54";"Employee";"College/University";"10 or more years";5;3;11;10;10;10;11;7;3;11;11;11;3;3;3;11;4;9;11;9;10;3;9;4;5;10;8;4;11;7;5;5;8;8;9;7;11;9;10;7;10;8;8;4;7;10;10;8;4;5;6;12;3;12;6;13;8;13;8;5;2;4;7
"Södra Bollstanäs";"Man";"45-54";"Employee";"College/University";"5-9 years";14;7;0;12;7;7;7;7;7;0;7;7;7;7;12;7;7;7;7;7;7;7;7;7;7;14;14;14;14;14;7;7;7;14;13;14;14;14;4;10;7;7;7;7;7;14;14;14;14;14;1;1;1;1;1;14;1;14;1;14;10;10;8
"Vilunda/Korpkulla";"Man";"55-64";"Employee";"College/University";"5-9 years";10;9;8;9;7;8;8;7;7;7;14;8;8;6;8;6;8;7;7;7;8;8;7;8;7;8;6;8;8;8;9;7;7;7;7;8;7;8;8;8;8;8;7;7;7;7;7;7;7;7;5;5;5;5;7;7;7;7;7;3;7;5;6
"Skälby";"Man";"35-44";"Employee";"College/University";"10 or more years";9;9;7;9;9;10;7;7;7;7;7;7;7;9;8;8;7;7;7;7;8;8;7;7;8;7;7;14;14;14;7;14;7;14;8;7;14;14;9;9;14;14;12;7;7;14;14;14;14;14;9;8;4;5;13;14;8;14;13;14;4;4;5
"Hasselbacken";"Woman";"45-54";"Employee";"College/University";"5-9 years";10;10;9;8;7;14;7;7;7;7;7;7;7;7;9;7;10;7;8;10;11;7;7;7;11;14;9;9;14;14;14;14;14;14;14;14;14;14;14;14;12;14;13;7;0;7;11;7;14;14;10;11;7;11;7;12;12;13;14;8;6;6;5
"Frestaby";"Woman";"45-54";"Self-employed";"Other post-secondary education";"5-9 years";5;10;14;10;7;11;11;6;4;11;12;3;8;14;14;14;14;14;14;14;11;5;9;5;9;14;2;14;14;14;3;14;6;14;14;14;14;8;6;2;14;14;14;3;3;14;12;12;14;14;10;6;8;11;7;14;8;14;14;14;0;5;5
"Runby";"Man";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";5;7;13;10;2;12;11;9;3;7;13;10;7;5;14;5;10;8;7;7;9;8;6;5;7;10;6;8;12;14;10;12;9;14;7;14;10;12;11;8;8;9;2;11;4;9;3;5;7;7;3;11;8;9;5;7;8;12;10;6;7;7;10
"Runby";"Woman";"35-44";"Employee";"Other post-secondary education";"5-9 years";7;11;11;11;11;11;11;6;4;11;6;5;10;10;11;10;10;6;10;10;9;9;10;10;10;10;10;10;11;11;10;11;11;11;11;11;11;10;8;8;10;10;10;7;7;8;9;10;10;11;11;9;9;9;9;11;11;11;11;11;4;7;5
"Frestaby";"Man";"15-24";"Student";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;14;14;7;7;10;7;7;7;7;11;7;7;7;7;7;9;8;8;7;7;10;6;7;7;7;7;7;7;7;7;14;14;14;11;7;7;7;7;7;7;14;14;14;14;14;1;1;1;1;1;9;9;9;9;9;2;5;1
"Skälby";"Woman";"45-54";"Employee";"College/University";"5-9 years";10;5;10;9;7;11;11;10;10;6;7;7;7;7;7;8;9;6;8;1;10;5;10;6;9;8;6;8;10;7;7;7;7;7;7;10;10;9;7;7;9;8;11;7;7;7;7;7;7;7;3;2;2;2;2;5;3;5;4;1;8;5;1
"Odenslunda";"Woman";"25-34";"Employee";"College/University";"0-4 years";12;6;8;13;10;9;10;8;7;6;9;8;7;9;8;10;10;6;9;10;9;7;8;10;11;12;6;11;14;10;11;11;9;8;13;12;14;10;8;9;11;11;9;7;8;9;10;8;12;11;6;7;8;10;9;13;11;14;12;9;8;5;7
"Folkparksområdet";"Woman";"25-34";"Employee";"College/University";"5-9 years";6;14;10;8;9;11;10;6;5;14;12;13;6;10;11;9;14;10;8;14;14;14;12;8;10;14;6;11;14;14;10;14;11;14;8;10;14;13;13;13;14;10;12;7;9;11;8;14;12;8;8;6;4;10;11;14;10;12;13;4;0;3;5
"Odenslunda";"Man";"45-54";"Employee";"Other post-secondary education";"5-9 years";0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;3;2;9
"Ekebo";"Woman";"15-24";"Long-term sick leave (more than 3 months)";"High school, Nordic folk high school, or equivalent";"0-4 years";14;10;4;13;11;12;5;6;11;7;3;8;5;9;14;3;14;7;9;12;14;10;9;13;12;13;0;14;12;11;14;14;14;13;14;14;14;13;8;7;7;7;13;14;12;13;13;13;14;14;14;1;11;8;12;9;13;10;13;14;10;10;9
"Brunnby-Vik";"Man";"55-64";"Senior citizen";"College/University";"5-9 years";7;8;11;7;7;8;8;11;6;11;8;8;8;8;10;9;9;7;8;11;7;7;7;7;7;11;7;7;11;11;7;7;7;7;7;6;11;10;8;11;11;10;8;6;9;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;2;2;3
"Messingen/Optimus";"Man";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";7;13;13;7;7;6;6;6;6;11;7;7;7;7;7;7;7;7;7;7;7;7;7;11;7;11;11;11;11;11;11;11;11;11;11;7;7;7;7;7;11;11;11;7;7;7;7;7;7;7;12;11;11;11;11;11;11;11;11;11;9;8;1
"Runby";"Woman";"25-34";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;10;9;12;13;9;11;6;2;13;12;10;11;11;13;14;14;14;14;14;12;11;11;12;9;14;9;12;14;14;14;14;11;14;14;14;9;10;10;12;14;14;12;10;5;13;12;13;13;14;11;3;10;9;8;12;7;13;14;6;1;3;1
"Brunnby-Vik";"Man";"55-64";"Employee";"College/University";"5-9 years";9;7;7;7;7;12;8;8;5;12;10;8;8;7;9;11;7;8;5;11;6;4;7;7;4;11;9;10;11;11;10;8;10;6;9;12;9;11;8;9;13;8;9;7;7;7;7;7;7;7;1;5;2;3;5;5;3;5;7;0;0;6;6
"Njursta";"Woman";"45-54";"Self-employed";"College/University";"10 or more years";4;8;13;9;8;7;7;8;0;14;7;14;7;7;7;13;12;8;7;11;7;3;10;4;5;9;9;9;11;11;9;8;13;9;12;13;12;9;9;9;14;13;8;6;6;9;8;8;11;11;6;3;4;9;2;11;12;11;12;3;0;3;5
"Norra Bollstanäs";"Man";"65+";"Senior citizen";"Other post-secondary education";"5-9 years";10;9;5;7;9;10;9;6;6;5;9;9;6;8;10;6;8;8;9;10;9;6;6;8;8;8;6;8;11;11;9;8;8;6;9;9;10;10;11;8;9;10;6;6;8;10;10;10;10;10;2;2;5;10;5;10;10;4;10;0;8;6;6
"Dragonvägen";"Woman";"25-34";"Student";"College/University";"5-9 years";11;10;8;11;10;9;9;8;8;10;5;8;8;8;10;10;11;9;9;10;8;8;8;8;8;8;8;8;9;9;11;11;11;11;11;7;7;7;7;7;11;11;11;10;9;9;10;11;8;11;6;5;3;4;4;7;8;9;10;9;6;4;4
"Folkparksområdet";"Woman";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Sigma/Apoteksskogen";"Woman";"65+";"Senior citizen";"Elementary school or equivalent compulsory school";"5-9 years";10;9;10;11;7;10;10;1;9;1;3;10;3;5;10;11;11;3;9;10;12;6;12;0;12;13;6;12;13;13;6;12;12;12;12;14;14;14;13;14;12;12;12;6;1;8;9;10;12;11;3;14;7;14;14;14;14;0;0;0;8;8;8
"Dragonvägen";"Woman";"55-64";"Other";"High school, Nordic folk high school, or equivalent";"5-9 years";14;14;4;14;14;10;13;10;14;1;9;9;6;14;14;5;14;14;14;14;14;14;11;14;13;5;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;7;7;14;14;14;14;14;14;11;11;14;11;14;14;14;14;14;10;10;10
"Frestaby";"Woman";"55-64";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";4;4;4;10;4;5;10;5;5;5;5;4;5;5;3;10;5;5;5;5;10;4;9;10;3;4;11;9;11;11;10;11;10;11;12;12;12;12;5;14;11;12;5;7;4;10;11;11;14;14;11;12;11;4;11;8;11;13;14;6;6;9;8
"Odenslunda";"Woman";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";6;8;11;8;6;9;10;8;11;14;6;9;9;10;14;10;8;6;6;7;8;9;5;6;7;13;8;11;14;12;6;8;12;10;7;8;13;9;8;7;10;9;10;7;7;14;9;9;11;8;1;1;2;4;1;4;5;11;6;8;4;4;3
"Runby Backar/Lövsta";"Woman";"65+";"Senior citizen";"College/University";"5-9 years";11;8;6;11;11;9;9;8;8;6;5;5;6;10;11;10;8;9;11;9;10;9;10;9;10;8;8;9;11;10;12;11;12;11;11;12;11;12;9;11;11;9;8;11;7;9;10;10;9;10;5;5;5;6;5;12;12;12;8;6;5;5;5
"Sigma/Apoteksskogen";"Woman";"45-54";"Employee";"Elementary school or equivalent compulsory school";"5-9 years";7;6;8;6;8;8;8;6;6;6;7;6;8;8;6;8;8;6;6;6;8;8;8;8;6;10;4;8;8;8;9;8;8;8;9;8;8;9;8;8;10;8;8;8;8;9;9;9;9;11;5;9;5;5;5;4;3;4;2;4;9;2;8
"Glädjen/Skälbys arbetsområde";"Woman";"65+";"Senior citizen";"High school, Nordic folk high school, or equivalent";"5-9 years";10;9;11;9;7;11;13;11;14;11;11;11;5;12;14;13;14;13;14;9;7;7;7;7;7;10;12;11;10;9;12;11;10;11;10;8;12;7;7;7;13;14;7;7;7;13;9;7;7;7;5;12;12;6;2;0;12;2;1;1;3;8;8
"Ekebo";"Woman";"25-34";"Self-employed";"Elementary school or equivalent compulsory school";"10 or more years";10;12;8;6;6;6;6;10;6;6;6;6;5;11;6;11;13;11;11;12;12;12;12;12;12;5;6;6;6;6;10;11;10;12;8;8;9;9;9;13;14;14;14;14;14;6;6;10;6;11;1;5;4;8;5;10;7;4;5;0;6;6;3
"Sjukyrkoberget";"Man";"55-64";"Senior citizen";"College/University";"5-9 years";7;7;7;7;7;8;6;8;4;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;6;7;7;7;7;7;7;7;7;7;7;7;7;7;9;10;8;6;7;7;8;5;6;6;3;6;1;5;1;6;2;5;5;1;4;3;4
"Norra Bollstanäs";"Man";"55-64";"Employee";"College/University";"5-9 years";5;4;5;11;11;8;11;5;3;11;4;11;11;8;11;11;10;10;10;10;11;4;11;8;11;10;11;11;11;11;11;10;11;10;11;11;12;13;12;10;3;5;11;4;10;11;11;11;11;11;14;2;3;13;13;13;14;14;14;8;0;0;7
"Grimstaby";"Man";"15-24";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";14;9;4;9;8;14;10;9;7;0;14;11;8;10;7;10;12;7;7;11;14;8;14;7;14;12;6;6;14;10;14;9;14;9;14;8;14;14;11;7;11;11;10;4;7;14;7;11;9;14;2;4;5;6;7;7;8;7;8;9;9;7;2
"Sjukyrkoberget";"Man";"65+";"Self-employed";"College/University";"5-9 years";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;5;5;5
"Odenslunda";"Woman";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";10;5;3;11;8;13;6;8;10;3;3;11;8;13;9;6;12;4;11;9;14;3;12;11;7;11;0;9;14;14;9;9;14;12;5;4;14;9;8;5;14;12;10;0;2;13;8;11;14;7;3;1;0;10;13;9;14;14;12;11;10;0;2
"Brunnby-Vik";"Man";"45-54";"Employee";"High school, Nordic folk high school, or equivalent";"5-9 years";8;6;9;6;6;6;6;8;9;9;6;8;8;6;8;8;7;7;7;7;10;6;10;6;7;10;10;9;10;9;7;8;8;9;6;7;9;7;9;7;8;9;9;5;8;7;7;7;7;7;0;0;0;0;2;0;0;3;0;0;3;3;5
"Njursta";"Man";"45-54";"Employee";"College/University";"5-9 years";8;9;6;8;7;7;6;5;8;6;6;8;5;9;9;8;6;8;9;7;8;8;8;6;8;11;6;11;11;10;8;9;11;10;8;8;9;9;8;9;9;9;8;6;8;10;9;11;8;11;3;1;1;3;4;6;6;6;5;3;4;6;4
