"Serial";"SID";"Time";"Draft";"IP.Address";"UID";"Username";"X1a..Bevara.existerande.större.grönområden";"X1b..Anlägga.parker.i.existerande.stadsdelar";"X1c..Bygga.bostäder.nära.grönområden";"X1d..Rusta.upp.befintliga.parker";"X1e..Skapa.bättre.tillgänglighet.till.större.grönområden";"X2a..Erbjuda.fler.bostadstyper";"X2b..Erbjuda.fler.lägenhetsstorlekar";"X2c..Erbjuda.småskaligt.markägande";"X2d..Bevara.de.idémässiga.grunderna.för.bebyggelsen.från.1970.talet";"X2e..Erbjuda.fler.bostäder.nära.vatten";"X3a..Blanda.trafikslagen";"X3b..Förlägga.parkering.längs.med.gator";"X3c..Vända.entréer.mot.gator";"X3d..Förlägga.publika.lokaler.i.transparenta.bottenvåningar";"X3e..Trygga.parkeringslösningar.under.bostäder";"X4a..Koppla.ihop.nya.gator.med.befintliga.för.att.stärka.kopplingen.till.intilliggande.stadsdelar.och.minska.barriärerna.som.de.stora.vägarna.utgör.";"X4b..Förbättra.kommunikationerna.nattetid.mellan.olika.delar.av.kommunen";"X4c..Förbättra.kommunikationerna.till.och.från.Uppsala";"X4d..Förbättra.de.nord.sydliga.och.öst.västliga.stråken.via.ett.finmaskigare.och.väl.integrerat.stadsnät.";"X4e..Förbättra.kommunikationerna.till.och.från.Stockholms.innerstad";"X5a..Utöka.utbudet.av.kultur..sport..och.fritidsaktiviteter";"X5b..Skapa.bättre.möjligheter.för.festivaler.och.konserter";"X5c..Skapa.fler.förutsättningar.för.utomhussporter";"X5d..Skapa.marknadsplatser.utomhus";"X5e..Erbjuda.kommunala.bidrag.för.kultur..och.fritidsprojekt";"X6a..Rusta.upp.äldre.skolor";"X6b..Bygg.nya.skolor";"X6c..Förbättra.skolgårdarnas.fysiska.miljöer";"X6d..Höj.kvaliteten.i.grundskolan";"X6e..Höj.kvaliteten.på.gymnasieutbildningarna";"X7a..Fler.kultur..och.fritidsaktiviteter.för.äldre";"X7b..Fler.kultur..och.fritidsaktiviteter.för.barn.och.ungdomar";"X7c..Förbättra.äldreomsorgen.i.kommunen";"X7d..Fler.ungdomsgårdar.och.fältassistenter";"X7e..Minska.barngrupperna.i.förskolan";"X8a..Mindre.barngrupper.i.förskolan";"X8b..Höj.kvaliteten.i.undervisningen";"X8c..Mer.kompetensutveckling.för.skolor.och.lärare";"X8d..Mer.modern.informationsteknologi..IT..i.undervisningen";"X8e..Involvera.vårdnadshavare.mer.i.skolan";"X9a..Öka.tryggheten.kring.stationsområdet";"X9b..Fler.poliser.i.centrala.Väsby";"X9c..Förbättra.belysningen.i.centrala.Väsby";"X9d..Begränsa.öppettider.för.alkoholutskänkning.i.centrala.Väsby";"X9e..Förläng.öppettider.för.affärsverksamhet.i.centrala.Väsby";"X10a..Minska.förbrukningen.av.energi";"X10b..Minska.transporter.och.buller";"X10c..Öka.klimatanpassning.och.kretsloppstänkande";"X10d..Prioritera.miljövänliga.transportsätt..gång..cykel..kollektivtrafik.";"X10e..Minska.miljögifter.och.farliga.kemikalier.i.naturen";"X1..Parker.och.grönområden";"X2..Mångfald.i.bostadsutbudet";"X3..Levandegöra.gemensamma.platser";"X4..Kommunikationer";"X5..Kultur.och.fritid";"X6..Utbildning";"X7..Omsorg";"X8..Skolan";"X9..Trygghet";"X10..Ekologisk.hållbarhet";"X12a..Bygga.bostäder.nära.vatten";"X12b..Bevara.natur.och.strandlinjer.intakta";"X13a..Förtäta.centrum.och.öka.servicen";"X13b..Bevara.grönområden.intakta";"X14a..Utveckla.centrala.Upplands.Väsby";"X14b..Satsa.på.mindre.tätorter.i.kommunen";"Var.bor.du.";"Vilken.är.din.högsta.utbildningsnivå.";"Vilken.är.din.huvudsakliga.sysselsättning.";"Hur.länge.har.du.bott.i.Upplands.Väsby.";"Hur.gammal.är.du.";"Vilket.kön.har.du."
560;648;"01/16/2015 - 21:53";0;0;0;NA;13;9;10;10;8;14;11;9;6;4;6;7;6;6;9;8;11;7;9;8;12;8;10;9;9;10;9;8;14;13;8;12;12;10;"9";"10";14;11;"9";8;14;13;"8";9;6;7;7;7;7;7;9;8;7;12;12;14;14;14;12;11;"10";NA;"6";NA;"2";NA;"Hasselgatan";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Kvinna"
561;649;"01/16/2015 - 22:26";0;0;0;NA;9;9;4;10;9;11;11;8;4;4;6;8;8;10;8;9;13;8;14;14;14;14;14;14;14;0;14;14;14;14;14;14;14;14;"14";"14";14;14;"14";8;14;14;"14";6;6;8;6;9;12;14;3;5;4;5;14;14;14;14;12;3;"7";NA;"2";NA;"4";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Egen företagare";"10 år eller mer";"45-54";"Man"
562;650;"01/16/2015 - 23:05";0;0;0;NA;8;8;8;7;7;8;10;7;7;7;7;7;7;7;7;7;7;7;7;9;7;7;7;7;7;7;10;7;10;7;7;7;7;7;"7";"9";9;9;"7";7;7;9;"7";7;9;9;7;7;7;10;5;7;1;12;6;9;10;11;8;0;"5";NA;"1";NA;"2";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
563;651;"01/17/2015 - 00:24";0;0;0;NA;14;14;3;14;3;10;10;6;10;6;10;10;10;10;6;10;10;10;10;10;8;8;8;8;8;8;8;8;8;8;8;8;8;8;"8";"8";8;8;"8";8;8;8;"8";8;8;9;9;9;9;9;7;7;7;7;7;7;7;7;7;7;"7";NA;"7";NA;"3";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
564;652;"01/17/2015 - 08:42";0;0;0;NA;10;2;11;3;12;13;10;4;0;12;1;2;6;12;11;7;1;2;14;11;9;14;8;0;2;6;5;3;10;11;5;4;3;2;"8";"8";9;10;"12";11;8;6;"5";6;13;8;6;1;5;3;4;10;4;10;7;10;5;10;5;1;"2";NA;"1";NA;"1";NA;"Odenslunda";"Högskola/universitet";"Förvärvsarbetande (anställd)";"5-9 år";"55-64";"Man"
565;653;"01/17/2015 - 08:50";0;0;0;NA;14;0;1;0;6;7;9;3;7;0;14;0;6;5;7;10;14;10;5;14;9;4;3;8;8;12;6;9;12;12;7;7;14;4;"7";"7";7;7;"7";7;14;14;"9";14;7;14;14;14;14;14;14;0;0;0;0;0;0;0;0;0;"10";NA;"10";NA;"10";NA;"Folkparksområdet";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
566;654;"01/17/2015 - 09:18";0;0;0;NA;13;4;5;7;9;5;9;8;10;2;3;4;6;7;7;9;9;8;3;5;5;3;10;4;11;8;4;9;10;10;7;7;7;7;"7";"10";8;5;"5";4;5;6;"7";9;10;12;11;11;10;7;7;6;8;8;9;9;9;9;5;7;"10";NA;"8";NA;"5";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
567;655;"01/17/2015 - 09:28";0;0;0;NA;9;7;7;7;7;8;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"7";NA;"7";NA;"7";NA;"Carlslund/Brunnby Park";"Inte gått ut grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"35-44";"Man"
568;656;"01/17/2015 - 09:53";0;0;0;NA;14;0;5;2;12;14;9;0;3;4;6;0;3;11;14;9;0;10;5;14;10;0;14;2;6;12;0;6;14;10;0;10;4;12;"14";"8";11;13;"14";4;14;10;"4";6;0;6;11;5;14;13;1;2;0;13;12;14;7;14;9;6;"10";NA;"10";NA;"7";NA;"Odenslunda";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
569;657;"01/17/2015 - 10:06";0;0;0;NA;7;5;10;14;14;12;14;4;9;0;4;14;9;14;14;14;14;5;11;9;7;7;7;7;7;14;4;14;14;14;11;10;14;4;"7";"6";13;13;"8";6;14;14;"14";6;12;11;11;7;7;7;7;4;7;9;8;11;14;14;14;1;"10";NA;"5";NA;"5";NA;"Vilunda/Korpkulla";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
570;658;"01/17/2015 - 10:35";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Hasselgatan";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
571;659;"01/17/2015 - 11:36";0;0;0;NA;7;7;7;7;7;9;3;8;12;14;7;8;9;6;14;10;9;7;8;9;9;7;3;10;5;12;5;9;14;14;9;14;11;12;"13";"14";14;14;"14";11;9;10;"8";0;13;7;7;13;10;14;2;4;6;6;8;14;6;14;7;6;"2";NA;"1";NA;"5";NA;"Skälby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
572;660;"01/17/2015 - 11:43";0;0;0;NA;9;8;6;9;8;10;9;8;6;6;8;5;8;8;9;8;10;8;10;7;8;8;10;8;10;9;9;8;12;12;12;14;11;14;"14";"13";11;8;"14";7;10;8;"14";5;7;8;8;10;10;14;12;11;2;6;3;13;13;14;14;7;"10";NA;"8";NA;"6";NA;"Smedby 2";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
573;661;"01/17/2015 - 11:45";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
574;662;"01/17/2015 - 11:49";0;0;0;NA;13;7;7;7;7;14;7;7;7;7;3;3;3;3;14;14;14;4;14;14;5;14;14;14;4;14;14;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";3;8;14;14;14;12;14;3;14;3;14;2;14;14;7;14;14;"10";NA;"10";NA;"10";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
575;663;"01/17/2015 - 12:00";0;0;0;NA;6;9;10;9;4;10;9;6;4;8;4;8;9;12;10;12;8;9;9;10;10;4;11;0;5;8;6;5;14;13;8;10;8;9;"8";"8";13;8;"6";10;8;9;"9";5;8;6;8;9;9;9;4;8;5;7;6;11;10;11;4;7;"3";NA;"1";NA;"5";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Kvinna"
576;664;"01/17/2015 - 12:01";0;0;0;NA;7;7;7;10;10;9;11;7;7;7;5;7;9;9;9;7;7;7;8;11;10;10;7;7;7;11;7;7;11;11;7;7;7;11;"7";"7";7;11;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;9;0;9;"5";NA;"5";NA;"3";NA;"Södra Bollstanäs";"Högskola/universitet";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"10 år eller mer";"45-54";"Kvinna"
577;665;"01/17/2015 - 12:17";0;0;0;NA;12;3;3;2;2;5;12;13;2;13;4;3;10;13;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;12;7;7;7;7;7;4;0;0;0;0;0;0;0;0;0;"8";NA;"7";NA;"0";NA;"Odenslunda";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Man"
578;666;"01/17/2015 - 12:33";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Runby";"Högskola/universitet";"Egen företagare";"10 år eller mer";"45-54";"Man"
579;667;"01/17/2015 - 12:39";0;0;0;NA;11;11;7;7;7;11;7;7;7;7;3;3;3;11;7;3;11;11;11;11;11;11;3;11;7;3;11;11;11;11;11;11;11;11;"11";"11";11;11;"7";7;11;11;"11";11;3;11;11;11;11;11;12;12;2;4;5;10;11;11;10;9;"5";NA;"5";NA;"5";NA;"Sigma/Apoteksskogen";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
580;668;"01/17/2015 - 12:42";0;0;0;NA;14;9;5;9;11;9;13;5;11;1;1;9;1;11;13;9;13;9;5;8;8;8;8;11;8;9;8;10;13;13;11;10;14;11;"8";"8";11;11;"11";7;11;14;"11";10;9;11;11;11;11;14;7;8;8;7;7;8;11;10;13;12;"9";NA;"3";NA;"8";NA;"Dragonvägen";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Kvinna"
581;669;"01/17/2015 - 12:50";0;0;0;NA;10;8;5;9;7;8;8;6;6;5;6;6;8;9;10;6;8;8;6;6;6;6;8;6;5;8;6;6;9;5;6;6;6;8;"10";"10";10;11;"8";10;10;10;"6";12;9;12;12;12;12;14;3;4;1;2;1;1;1;1;6;12;"10";NA;"10";NA;"5";NA;"Sigma/Apoteksskogen";"Högskola/universitet";"Student";"10 år eller mer";"25-34";"Kvinna"
582;670;"01/17/2015 - 13:19";0;0;0;NA;11;11;11;11;4;10;10;10;3;10;4;9;10;11;3;4;4;10;4;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;"11";"11";11;11;"11";11;11;11;"11";8;11;8;9;10;11;11;2;3;3;3;3;4;6;6;6;7;"6";NA;"3";NA;"3";NA;"Norra Bollstanäs";"Annan eftergymnasial utbildning";"Egen företagare";"10 år eller mer";"45-54";"Man"
583;671;"01/17/2015 - 13:40";0;0;0;NA;10;6;8;9;7;13;13;9;8;12;8;9;14;12;13;5;8;8;11;11;10;10;7;7;7;14;12;13;14;14;10;12;13;14;"14";"14";14;14;"9";13;12;13;"12";13;3;12;12;12;14;14;6;11;6;9;9;14;14;14;14;9;"7";NA;"4";NA;"6";NA;"Odenslunda";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Kvinna"
584;672;"01/17/2015 - 14:03";0;0;0;NA;11;9;8;11;9;10;10;4;4;7;4;4;10;6;10;9;10;11;8;11;10;4;7;7;7;10;6;10;11;11;8;10;10;8;"11";"11";10;8;"9";7;10;10;"9";9;7;10;10;8;9;7;6;4;5;6;2;6;6;6;6;2;"5";NA;"6";NA;"6";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
585;673;"01/17/2015 - 14:15";0;0;0;NA;14;14;14;14;14;7;7;7;7;7;8;8;2;11;12;14;14;14;14;14;13;13;13;13;13;14;14;14;14;14;14;14;14;14;"14";"14";11;12;"9";14;14;14;"14";7;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;"10";NA;"5";NA;"0";NA;"Carlslund/Brunnby Park";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"5-9 år";"25-34";"Kvinna"
586;674;"01/17/2015 - 14:52";0;0;0;NA;3;5;7;8;11;9;5;10;4;11;10;9;8;11;9;9;5;9;8;12;8;10;8;9;6;3;12;9;12;12;8;8;8;8;"12";"8";12;12;"13";12;9;6;"5";12;9;9;6;8;9;10;6;12;12;8;8;11;8;12;8;8;"0";NA;"1";NA;"0";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"45-54";"Man"
587;675;"01/17/2015 - 15:35";0;0;0;NA;9;6;10;8;7;10;6;6;4;7;7;7;6;5;10;3;10;7;7;7;8;10;7;4;7;6;6;6;9;7;5;7;11;11;"9";"7";7;10;"8";7;8;8;"8";10;3;8;5;8;10;7;2;2;3;3;3;3;3;3;3;2;"8";NA;"1";NA;"1";NA;"Sjukyrkoberget";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
588;676;"01/17/2015 - 15:38";0;0;0;NA;6;6;9;6;6;5;5;8;5;8;8;6;6;6;8;9;9;8;8;8;8;8;8;8;6;9;8;8;11;11;8;9;10;10;"11";"10";11;11;"10";10;10;10;"10";7;7;9;9;9;8;8;0;0;0;2;2;6;5;7;1;5;"2";NA;"3";NA;"2";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Kvinna"
589;677;"01/17/2015 - 16:02";0;0;0;NA;11;11;9;10;7;11;10;9;9;10;3;4;10;10;11;10;9;6;7;7;10;10;9;5;7;10;4;8;7;7;10;9;9;9;"10";"11";11;8;"9";6;11;10;"7";7;7;11;8;8;8;9;5;6;5;3;4;5;8;8;9;10;"2";NA;"4";NA;"6";NA;"Norra Vik";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
590;678;"01/17/2015 - 16:23";0;0;0;NA;13;13;13;13;13;14;14;3;3;3;13;3;10;9;9;2;10;10;10;10;6;11;6;11;7;10;6;9;10;10;9;10;10;9;"10";"8";8;10;"10";10;12;12;"7";2;2;10;10;10;10;10;3;5;4;7;3;5;7;5;7;5;"9";NA;"8";NA;"8";NA;"Brunnby-Vik";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Man"
591;679;"01/17/2015 - 17:14";0;0;0;NA;8;8;7;7;7;8;8;7;7;7;9;7;7;7;7;7;7;7;7;7;9;7;7;7;7;7;7;7;7;7;10;7;7;7;"7";"7";7;7;"7";7;10;7;"7";7;7;11;7;7;7;7;3;3;1;1;1;2;3;1;2;0;"5";NA;"5";NA;"5";NA;"Hasselgatan";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
592;680;"01/17/2015 - 17:29";0;0;0;NA;6;9;5;7;7;13;14;13;3;7;14;14;13;11;14;14;14;14;14;14;14;14;14;14;14;14;5;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;14;12;0;10;3;14;7;14;5;14;14;14;14;14;14;7;"5";NA;"3";NA;"2";NA;"Smedby 2";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"15-24";"Kvinna"
593;681;"01/17/2015 - 17:35";0;0;0;NA;9;5;9;8;7;9;9;7;7;7;6;9;8;8;7;8;6;6;8;7;7;8;7;8;8;9;8;9;10;10;7;8;7;9;"9";"9";9;8;"10";8;9;11;"8";6;7;10;10;8;7;8;7;10;7;8;6;14;9;14;9;6;"7";NA;"6";NA;"2";NA;"Ekeby/Sköldnora";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
594;682;"01/17/2015 - 17:46";0;0;0;NA;11;3;11;11;11;11;11;4;3;11;3;3;11;11;11;3;10;11;11;11;11;10;11;11;11;11;11;11;11;11;11;11;11;11;"11";"12";12;12;"12";12;11;12;"2";11;3;11;12;11;8;12;3;6;2;6;4;6;7;10;9;8;"6";NA;"9";NA;"2";NA;"Norra Vik";"Inte gått ut grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Man"
595;683;"01/17/2015 - 18:12";0;0;0;NA;12;10;4;9;7;7;7;7;7;7;7;14;5;7;13;8;7;9;11;8;14;9;14;8;11;9;8;14;12;12;11;11;13;10;"14";"11";12;13;"9";13;14;14;"12";7;7;13;6;6;6;11;13;5;9;7;12;14;14;14;14;0;"10";NA;"10";NA;"5";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
596;684;"01/17/2015 - 18:16";0;0;0;NA;8;6;6;8;7;9;8;5;6;7;7;6;7;9;9;9;6;8;9;10;9;8;8;6;7;6;9;10;11;12;9;9;11;8;"8";"8";9;9;"9";8;8;7;"9";4;7;9;8;8;9;10;2;5;2;8;4;12;11;13;14;9;"6";NA;"6";NA;"4";NA;"Sigma/Apoteksskogen";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"15-24";"Man"
597;685;"01/17/2015 - 18:50";0;0;0;NA;14;5;5;10;10;14;14;7;7;7;7;7;7;7;7;7;7;7;7;7;14;0;7;7;7;7;7;7;7;7;14;14;7;7;"7";"7";7;7;"7";7;14;14;"7";0;7;7;7;7;7;7;8;8;2;2;10;8;14;10;14;2;"3";NA;"8";NA;"3";NA;"Odenslunda";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
598;686;"01/17/2015 - 19:50";0;0;0;NA;14;14;14;14;14;14;14;14;0;0;14;0;14;14;14;14;14;14;14;14;14;14;14;14;14;14;0;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;14;14;14;14;14;14;6;6;6;14;6;14;14;14;14;14;"10";NA;"5";NA;"10";NA;"Sjukyrkoberget";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
599;687;"01/17/2015 - 19:58";0;0;0;NA;7;7;7;7;7;14;14;14;0;0;14;0;14;14;14;14;14;14;14;14;14;14;14;14;14;14;0;14;14;14;14;14;14;14;"14";"14";14;14;"14";14;14;14;"14";14;14;14;14;14;14;14;6;14;6;14;6;14;14;14;14;14;"10";NA;"5";NA;"10";NA;"Sjukyrkoberget";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
600;688;"01/17/2015 - 20:21";0;0;0;NA;13;12;9;9;9;14;14;7;8;3;7;7;7;11;11;11;8;8;11;7;9;6;13;8;10;8;5;9;14;10;9;9;13;8;"8";"8";14;14;"11";7;10;12;"10";7;7;10;10;10;10;12;5;8;7;7;5;14;9;14;9;8;"10";NA;"3";NA;"3";NA;"Södra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
601;689;"01/17/2015 - 20:38";0;0;0;NA;11;11;3;11;11;11;11;11;7;3;11;3;8;8;11;6;7;7;8;11;11;11;11;11;11;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;11;"7";7;11;8;11;8;8;11;3;4;2;6;6;1;7;1;6;5;"10";NA;"10";NA;"5";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
602;690;"01/17/2015 - 21:03";0;0;0;NA;13;13;12;13;12;14;14;14;14;14;10;8;11;11;12;11;10;11;12;9;12;12;13;13;11;14;9;13;14;12;12;12;11;13;"13";"14";13;13;"11";13;13;13;"13";10;12;12;12;13;13;13;14;14;14;14;11;14;14;14;14;14;"9";NA;"5";NA;"5";NA;"Smedby 2";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
603;691;"01/17/2015 - 22:09";0;0;0;NA;6;10;9;9;7;8;6;8;8;9;6;8;9;6;14;8;14;10;8;13;8;6;10;6;9;10;5;8;12;13;9;11;8;8;"10";"9";13;11;"10";10;10;9;"4";8;12;8;8;8;8;8;6;11;3;10;8;14;9;12;13;5;"5";NA;"5";NA;"5";NA;"Sjukyrkoberget";"Gymnasium, folkhögskola eller motsvarande";"Övrigt";"10 år eller mer";"15-24";"Kvinna"
604;692;"01/17/2015 - 23:01";0;0;0;NA;14;7;1;8;10;9;10;8;2;4;3;5;6;12;14;10;9;7;13;12;11;7;8;8;10;6;11;10;14;8;10;9;14;8;"12";"12";14;9;"10";7;13;12;"11";7;5;8;13;9;12;10;4;3;2;5;3;12;14;13;8;6;"10";NA;"8";NA;"7";NA;"Fresta glesbygd";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
605;693;"01/18/2015 - 09:49";0;0;0;NA;6;7;7;7;7;9;7;7;7;7;4;7;7;7;7;10;7;7;7;7;7;7;7;7;7;4;7;7;7;7;6;7;7;7;"7";"6";7;7;"7";7;7;7;"7";7;7;4;7;7;7;7;1;0;0;0;0;0;0;0;0;0;"10";NA;"5";NA;"4";NA;"Vilunda/Korpkulla";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
606;694;"01/18/2015 - 10:18";0;0;0;NA;3;7;7;7;7;6;7;7;7;7;5;7;7;7;7;6;7;7;7;7;5;7;7;7;7;3;7;7;7;7;5;7;7;7;"7";"5";7;7;"7";7;5;7;"7";7;7;4;7;7;7;7;4;4;5;5;5;6;6;6;6;6;"8";NA;"8";NA;"7";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
607;695;"01/18/2015 - 10:23";0;0;0;NA;7;14;7;14;7;14;14;14;0;0;4;9;12;14;14;14;14;14;14;14;14;5;5;11;7;14;14;14;14;14;7;14;7;9;"14";"14";14;14;"14";14;14;14;"14";3;14;7;7;7;7;7;0;13;10;13;12;14;14;14;11;0;"5";NA;"2";NA;"2";NA;"Grimstaby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Man"
608;696;"01/18/2015 - 10:44";0;0;0;NA;12;9;6;10;8;7;11;8;9;7;8;5;6;9;11;5;11;8;7;9;10;5;8;9;6;8;6;9;14;14;8;9;10;6;"10";"8";11;13;"14";10;11;8;"14";9;7;11;13;14;14;13;7;2;1;6;3;14;8;13;10;12;"4";NA;"7";NA;"4";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Man"
609;697;"01/18/2015 - 10:45";0;0;0;NA;14;6;13;11;5;13;11;5;4;1;8;9;9;11;12;8;11;4;9;11;12;8;11;8;13;11;8;11;13;13;9;11;12;14;"13";"13";11;14;"13";11;10;11;"13";5;13;12;8;11;12;13;4;6;5;8;10;14;12;14;7;14;"9";NA;"2";NA;"8";NA;"Sanda Ängar";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
610;698;"01/18/2015 - 10:52";0;0;0;NA;14;0;0;14;7;13;10;0;7;0;9;12;14;14;14;8;9;9;10;10;11;8;8;8;7;13;10;11;14;12;6;10;14;8;"14";"14";14;13;"11";14;14;14;"8";14;7;9;8;10;8;11;3;4;4;6;3;7;10;14;14;8;"9";NA;"3";NA;"2";NA;"Vilunda/Korpkulla";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
611;699;"01/18/2015 - 10:56";0;0;0;NA;11;6;6;6;6;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;12;12;7;11;7;11;7;"7";"9";9;9;"7";7;10;7;"7";7;7;7;7;7;7;7;2;4;3;3;4;3;3;12;4;7;"5";NA;"5";NA;"3";NA;"Vilunda/Korpkulla";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
